Tournament,Matchday,Date,Venue,Club,Opponent,Result,Position,Minute,When Scored,Goal Type,Assist,Player
LaLiga ,21,1/27/18,Away,Real Madrid,Valencia CF,1:4,LW,16',0:1,Penalty,Not Applicable,Cristiano Ronaldo
LaLiga ,21,1/27/18,Away,Real Madrid,Valencia CF,1:4,LW,38',0:2,Penalty,Not Applicable,Cristiano Ronaldo
LaLiga ,23,2/10/18,Home,Real Madrid,Real Sociedad,5:2,CF,27',2:0,Right-footed shot,Marcelo,Cristiano Ronaldo
LaLiga ,23,2/10/18,Home,Real Madrid,Real Sociedad,5:2,CF,37',4:0,Header,Luka Modric,Cristiano Ronaldo
LaLiga ,23,2/10/18,Home,Real Madrid,Real Sociedad,5:2,CF,80',5:1,Tap-in,Not Applicable,Cristiano Ronaldo
Champions League ,last 16,2/14/18,Home,Real Madrid,Paris Saint-Germain,3:1,LW,45',1:1,Penalty,Not Applicable,Cristiano Ronaldo
Champions League ,last 16,2/14/18,Home,Real Madrid,Paris Saint-Germain,3:1,LW,83',2:1,Tap-in,Not Applicable,Cristiano Ronaldo
LaLiga ,24,2/18/18,Away,Real Madrid,Real Betis Balompié,3:5,CF,65',2:4,Right-footed shot,Casemiro,Cristiano Ronaldo
LaLiga ,25,2/24/18,Home,Real Madrid,Deportivo Alavés,4:0,CF,44',1:0,Left-footed shot,Karim Benzema,Cristiano Ronaldo
LaLiga ,25,2/24/18,Home,Real Madrid,Deportivo Alavés,4:0,CF,61',3:0,Right-footed shot,Lucas Vázquez,Cristiano Ronaldo
LaLiga ,27,3/3/18,Home,Real Madrid,Getafe CF,3:1,CF,45'+1,2:0,Left-footed shot,Karim Benzema,Cristiano Ronaldo
LaLiga ,27,3/3/18,Home,Real Madrid,Getafe CF,3:1,CF,78',3:1,Header,Marcelo,Cristiano Ronaldo
Champions League ,last 16,3/6/18,Away,Real Madrid,Paris Saint-Germain,1:2,CF,51',0:1,Header,Lucas Vázquez,Cristiano Ronaldo
LaLiga ,28,3/10/18,Away,Real Madrid,SD Eibar,1:2,CF,33',0:1,Right-footed shot,Luka Modric,Cristiano Ronaldo
LaLiga ,28,3/10/18,Away,Real Madrid,SD Eibar,1:2,CF,84',1:2,Header,Daniel Carvajal,Cristiano Ronaldo
LaLiga ,29,3/18/18,Home,Real Madrid,Girona FC,6:3,CF,11',1:0,Left-footed shot,Toni Kroos,Cristiano Ronaldo
LaLiga ,29,3/18/18,Home,Real Madrid,Girona FC,6:3,CF,47',2:1,Left-footed shot,Karim Benzema,Cristiano Ronaldo
LaLiga ,29,3/18/18,Home,Real Madrid,Girona FC,6:3,CF,64',4:1,Tap-in,Not Applicable,Cristiano Ronaldo
LaLiga ,29,3/18/18,Home,Real Madrid,Girona FC,6:3,CF,90'+1,6:3,Right-footed shot,Toni Kroos,Cristiano Ronaldo
Champions League ,Quarter-Finals,4/3/18,Away,Real Madrid,Juventus FC,0:3,CF,3',0:1,Right-footed shot,Isco,Cristiano Ronaldo
Champions League ,Quarter-Finals,4/3/18,Away,Real Madrid,Juventus FC,0:3,CF,64',0:2,Right-footed shot,Daniel Carvajal,Cristiano Ronaldo
LaLiga ,31,4/8/18,Home,Real Madrid,Atlético de Madrid,1:1,CF,53',1:0,Right-footed shot,Gareth Bale,Cristiano Ronaldo
Champions League ,Quarter-Finals,4/11/18,Home,Real Madrid,Juventus FC,1:3,CF,90'+7,1:3,Penalty,Not Applicable,Cristiano Ronaldo
LaLiga ,33,4/18/18,Home,Real Madrid,Athletic Bilbao,1:1,CF,87',1:1,Right-footed shot,Luka Modric,Cristiano Ronaldo
LaLiga ,36,5/6/18,Away,Real Madrid,FC Barcelona,2:2,LW,14',1:1,Right-footed shot,Karim Benzema,Cristiano Ronaldo
LaLiga ,38,5/19/18,Away,Real Madrid,Villarreal CF,2:2,CF,32',0:2,Header,Marcelo,Cristiano Ronaldo
Serie A ,4,9/16/18,Home,Juventus FC,US Sassuolo,2:1,CF,50',1:0,Tap-in,Not Applicable,Cristiano Ronaldo
Serie A ,4,9/16/18,Home,Juventus FC,US Sassuolo,2:1,CF,65',2:0,Left-footed shot,Emre Can,Cristiano Ronaldo
Serie A ,5,9/23/18,Away,Juventus FC,Frosinone Calcio,0:2,LW,81',0:1,Left-footed shot,Not Applicable,Cristiano Ronaldo
Serie A ,8,10/6/18,Away,Juventus FC,Udinese Calcio,0:2,LW,37',0:2,Left-footed shot,Mario Mandžukić,Cristiano Ronaldo
Serie A ,9,10/20/18,Home,Juventus FC,Genoa CFC,1:1,LW,18',1:0,Tap-in,Not Applicable,Cristiano Ronaldo
Serie A ,10,10/27/18,Away,Juventus FC,FC Empoli,1:2,CF,54',1:1,Penalty,Not Applicable,Cristiano Ronaldo
Serie A ,10,10/27/18,Away,Juventus FC,FC Empoli,1:2,CF,70',1:2,Right-footed shot,Blaise Matuidi,Cristiano Ronaldo
Champions League ,Group Stage,11/7/18,Home,Juventus FC,Manchester United,1:2,LW,65',1:0,Right-footed shot,Leonardo Bonucci,Cristiano Ronaldo
Serie A ,12,11/11/18,Away,Juventus FC,AC Milan,0:2,LW,81',0:2,Tap-in,Not Applicable,Cristiano Ronaldo
Serie A ,13,11/24/18,Home,Juventus FC,SPAL,2:0,CF,29',1:0,Left-footed shot,Miralem Pjanic,Cristiano Ronaldo
Serie A ,14,12/1/18,Away,Juventus FC,ACF Fiorentina,0:3,LW,79',0:3,Penalty,Not Applicable,Cristiano Ronaldo
Serie A ,16,12/15/18,Away,Juventus FC,Torino FC,0:1,LW,70',0:1,Penalty,Not Applicable,Cristiano Ronaldo
Serie A ,18,12/26/18,Away,Juventus FC,Atalanta BC,2:2,CF,78',2:2,Header,Giorgio Chiellini,Cristiano Ronaldo
Serie A ,19,12/29/18,Home,Juventus FC,UC Sampdoria,2:1,LW,2',1:0,Right-footed shot,Paulo Dybala,Cristiano Ronaldo
Serie A ,19,12/29/18,Home,Juventus FC,UC Sampdoria,2:1,LW,65',2:1,Penalty,Not Applicable,Cristiano Ronaldo
Supercoppa Italiana ,Final,1/16/19,Home,Juventus FC,AC Milan,1:0,CF,61',1:0,Header,Miralem Pjanic,Cristiano Ronaldo
Serie A ,21,1/27/19,Away,Juventus FC,SS Lazio,1:2,LW,88',1:2,Penalty,Not Applicable,Cristiano Ronaldo
Serie A ,22,2/2/19,Home,Juventus FC,Parma Calcio 1913,3:3,LW,36',1:0,Right-footed shot,Blaise Matuidi,Cristiano Ronaldo
Serie A ,22,2/2/19,Home,Juventus FC,Parma Calcio 1913,3:3,LW,66',3:1,Header,Mario Mandžukić,Cristiano Ronaldo
Serie A ,23,2/10/19,Away,Juventus FC,US Sassuolo,0:3,LW,70',0:2,Header,Miralem Pjanic,Cristiano Ronaldo
Serie A ,24,2/15/19,Home,Juventus FC,Frosinone Calcio,3:0,LW,63',3:0,Right-footed shot,Mario Mandžukić,Cristiano Ronaldo
Champions League ,last 16,3/12/19,Home,Juventus FC,Atlético de Madrid,3:0,CF,27',1:0,Header,Federico Bernardeschi,Cristiano Ronaldo
Champions League ,last 16,3/12/19,Home,Juventus FC,Atlético de Madrid,3:0,CF,49',2:0,Header,João Cancelo,Cristiano Ronaldo
Champions League ,last 16,3/12/19,Home,Juventus FC,Atlético de Madrid,3:0,CF,86',3:0,Penalty,Not Applicable,Cristiano Ronaldo
Champions League ,Quarter-Finals,4/10/19,Away,Juventus FC,Ajax Amsterdam,1:1,LW,45',0:1,Header,João Cancelo,Cristiano Ronaldo
Champions League ,Quarter-Finals,4/16/19,Home,Juventus FC,Ajax Amsterdam,1:2,LW,28',1:0,Header,Miralem Pjanic,Cristiano Ronaldo
Serie A ,34,4/27/19,Away,Juventus FC,Inter Milan,1:1,CF,62',1:1,Left-footed shot,Miralem Pjanic,Cristiano Ronaldo
Serie A ,35,5/3/19,Home,Juventus FC,Torino FC,1:1,CF,84',1:1,Header,Leonardo Spinazzola,Cristiano Ronaldo
Serie A ,2,8/31/19,Home,Juventus FC,SSC Napoli,4:3,LW,62',3:0,Left-footed shot,Douglas Costa,Cristiano Ronaldo
Serie A ,4,9/21/19,Home,Juventus FC,Hellas Verona,2:1,LW,49',2:1,Penalty,Not Applicable,Cristiano Ronaldo
Serie A ,6,9/28/19,Home,Juventus FC,SPAL,2:0,CF,78',2:0,Header,Paulo Dybala,Cristiano Ronaldo
Champions League ,Group Stage,10/1/19,Home,Juventus FC,Bayer 04 Leverkusen,3:0,CF,89',3:0,Right-footed shot,Paulo Dybala,Cristiano Ronaldo
Serie A ,8,10/19/19,Home,Juventus FC,Bologna FC 1909,2:1,CF,19',1:0,Right-footed shot,Not Applicable,Cristiano Ronaldo
Serie A ,10,10/30/19,Home,Juventus FC,Genoa CFC,2:1,CF,90'+6,2:1,Penalty,Not Applicable,Cristiano Ronaldo
Serie A ,14,12/1/19,Home,Juventus FC,US Sassuolo,2:2,CF,68',2:2,Penalty,Not Applicable,Cristiano Ronaldo
Serie A ,15,12/7/19,Away,Juventus FC,SS Lazio,3:1,CF,25',0:1,Tap-in,Rodrigo Bentancur,Cristiano Ronaldo
Champions League ,Group Stage,12/11/19,Away,Juventus FC,Bayer 04 Leverkusen,0:2,CF,75',0:1,Right-footed shot,Paulo Dybala,Cristiano Ronaldo
Serie A ,16,12/15/19,Home,Juventus FC,Udinese Calcio,3:1,CF,9',1:0,Right-footed shot,Not Applicable,Cristiano Ronaldo
Serie A ,16,12/15/19,Home,Juventus FC,Udinese Calcio,3:1,CF,37',2:0,Left-footed shot,Gonzalo Higuaín,Cristiano Ronaldo
Serie A ,17,12/18/19,Away,Juventus FC,UC Sampdoria,1:2,LW,45',1:2,Header,Alex Sandro,Cristiano Ronaldo
Serie A ,18,1/6/20,Home,Juventus FC,Cagliari Calcio,4:0,CF,49',1:0,Right-footed shot,Not Applicable,Cristiano Ronaldo
Serie A ,18,1/6/20,Home,Juventus FC,Cagliari Calcio,4:0,CF,67',2:0,Penalty,Not Applicable,Cristiano Ronaldo
Serie A ,18,1/6/20,Home,Juventus FC,Cagliari Calcio,4:0,CF,82',4:0,Left-footed shot,Douglas Costa,Cristiano Ronaldo
Serie A ,19,1/12/20,Away,Juventus FC,AS Roma,1:2,CF,10',0:2,Penalty,Not Applicable,Cristiano Ronaldo
Serie A ,20,1/19/20,Home,Juventus FC,Parma Calcio 1913,2:1,CF,43',1:0,Deflected shot on goal,Blaise Matuidi,Cristiano Ronaldo
Serie A ,20,1/19/20,Home,Juventus FC,Parma Calcio 1913,2:1,CF,58',2:1,Right-footed shot,Paulo Dybala,Cristiano Ronaldo
Italy Cup ,Quarter-Finals,1/22/20,Home,Juventus FC,AS Roma,3:1,LW,26',1:0,Left-footed shot,Gonzalo Higuaín,Cristiano Ronaldo
Serie A ,21,1/26/20,Away,Juventus FC,SSC Napoli,2:1,LW,90',2:1,Right-footed shot,Rodrigo Bentancur,Cristiano Ronaldo
Serie A ,22,2/2/20,Home,Juventus FC,ACF Fiorentina,3:0,LW,40',1:0,Penalty,Not Applicable,Cristiano Ronaldo
Serie A ,22,2/2/20,Home,Juventus FC,ACF Fiorentina,3:0,LW,80',2:0,Penalty,Not Applicable,Cristiano Ronaldo
Serie A ,23,2/8/20,Away,Juventus FC,Hellas Verona,2:1,LW,65',0:1,Right-footed shot,Rodrigo Bentancur,Cristiano Ronaldo
Italy Cup ,Semi-Finals,2/13/20,Away,Juventus FC,AC Milan,1:1,LW,90'+1,1:1,Penalty,Not Applicable,Cristiano Ronaldo
Serie A ,25,2/22/20,Away,Juventus FC,SPAL,1:2,LW,39',0:1,Tap-in,Juan Cuadrado,Cristiano Ronaldo
Serie A ,27,6/22/20,Away,Juventus FC,Bologna FC 1909,0:2,LW,23',0:1,Penalty,Not Applicable,Cristiano Ronaldo
Serie A ,28,6/26/20,Home,Juventus FC,US Lecce,4:0,LW,62',2:0,Penalty,Not Applicable,Cristiano Ronaldo
Serie A ,29,6/30/20,Away,Juventus FC,Genoa CFC,1:3,LW,56',0:2,Long distance kick,Miralem Pjanic,Cristiano Ronaldo
Serie A ,30,7/4/20,Home,Juventus FC,Torino FC,4:1,LW,61',3:1,Direct free kick,Not Applicable,Cristiano Ronaldo
Serie A ,31,7/7/20,Away,Juventus FC,AC Milan,4:2,LW,53',0:2,Left-footed shot,Juan Cuadrado,Cristiano Ronaldo
Serie A ,32,7/11/20,Home,Juventus FC,Atalanta BC,2:2,LW,55',1:1,Penalty,Not Applicable,Cristiano Ronaldo
Serie A ,32,7/11/20,Home,Juventus FC,Atalanta BC,2:2,LW,90',2:2,Penalty,Not Applicable,Cristiano Ronaldo
Serie A ,34,7/20/20,Home,Juventus FC,SS Lazio,2:1,LW,51',1:0,Penalty,Not Applicable,Cristiano Ronaldo
Serie A ,34,7/20/20,Home,Juventus FC,SS Lazio,2:1,LW,54',2:0,Counter attack goal,Paulo Dybala,Cristiano Ronaldo
Serie A ,36,7/26/20,Home,Juventus FC,UC Sampdoria,2:0,LW,45'+7,1:0,Right-footed shot,Miralem Pjanic,Cristiano Ronaldo
Champions League ,last 16,8/7/20,Home,Juventus FC,Olympique Lyon,2:1,LW,43',1:1,Penalty,Not Applicable,Cristiano Ronaldo
Champions League ,last 16,8/7/20,Home,Juventus FC,Olympique Lyon,2:1,LW,60',2:1,Left-footed shot,Federico Bernardeschi,Cristiano Ronaldo
Serie A ,1,9/20/20,Home,Juventus FC,UC Sampdoria,3:0,CF,88',3:0,Right-footed shot,Aaron Ramsey,Cristiano Ronaldo
Serie A ,2,9/27/20,Away,Juventus FC,AS Roma,2:2,CF,44',1:1,Penalty,Not Applicable,Cristiano Ronaldo
Serie A ,2,9/27/20,Away,Juventus FC,AS Roma,2:2,CF,69',2:2,Header,Danilo,Cristiano Ronaldo
Serie A ,6,11/1/20,Away,Juventus FC,Spezia Calcio,1:4,CF,59',1:2,Right-footed shot,Álvaro Morata,Cristiano Ronaldo
Serie A ,6,11/1/20,Away,Juventus FC,Spezia Calcio,1:4,CF,76',1:4,Penalty,Not Applicable,Cristiano Ronaldo
Serie A ,7,11/8/20,Away,Juventus FC,SS Lazio,1:1,LW,15',0:1,Right-footed shot,Juan Cuadrado,Cristiano Ronaldo
Serie A ,8,11/21/20,Home,Juventus FC,Cagliari Calcio,2:0,CF,38',1:0,Right-footed shot,Álvaro Morata,Cristiano Ronaldo
Serie A ,8,11/21/20,Home,Juventus FC,Cagliari Calcio,2:0,CF,42',2:0,Right-footed shot,Merih Demiral,Cristiano Ronaldo
Champions League ,Group Stage,11/24/20,Home,Juventus FC,Ferencvárosi TC,2:1,CF,35',1:1,Left-footed shot,Juan Cuadrado,Cristiano Ronaldo
Champions League ,Group Stage,12/2/20,Home,Juventus FC,Dynamo Kyiv,3:0,CF,57',2:0,Right-footed shot,Álvaro Morata,Cristiano Ronaldo
Champions League ,Group Stage,12/8/20,Away,Juventus FC,FC Barcelona,0:3,CF,13',0:1,Penalty,Not Applicable,Cristiano Ronaldo
Champions League ,Group Stage,12/8/20,Away,Juventus FC,FC Barcelona,0:3,CF,52',0:3,Penalty,Not Applicable,Cristiano Ronaldo
Serie A ,11,12/13/20,Away,Juventus FC,Genoa CFC,1:3,CF,78',1:2,Penalty,Not Applicable,Cristiano Ronaldo
Serie A ,11,12/13/20,Away,Juventus FC,Genoa CFC,1:3,CF,89',1:3,Penalty,Not Applicable,Cristiano Ronaldo
Serie A ,13,12/19/20,Away,Juventus FC,Parma Calcio 1913,0:4,CF,26',0:2,Header,Álvaro Morata,Cristiano Ronaldo
Serie A ,13,12/19/20,Away,Juventus FC,Parma Calcio 1913,0:4,CF,48',0:3,Left-footed shot,Aaron Ramsey,Cristiano Ronaldo
Serie A ,15,1/3/21,Home,Juventus FC,Udinese Calcio,4:1,CF,31',1:0,Right-footed shot,Aaron Ramsey,Cristiano Ronaldo
Serie A ,15,1/3/21,Home,Juventus FC,Udinese Calcio,4:1,CF,70',3:0,Left-footed shot,Rodrigo Bentancur,Cristiano Ronaldo
Serie A ,17,1/10/21,Home,Juventus FC,US Sassuolo,3:1,CF,90'+2,3:1,Right-footed shot,Danilo,Cristiano Ronaldo
Supercoppa Italiana ,Final,1/20/21,Home,Juventus FC,SSC Napoli,2:0,CF,64',1:0,Tap-in,Not Applicable,Cristiano Ronaldo
Italy Cup ,Semi-Finals,2/2/21,Away,Juventus FC,Inter Milan,1:2,CF,26',1:1,Penalty,Not Applicable,Cristiano Ronaldo
Italy Cup ,Semi-Finals,2/2/21,Away,Juventus FC,Inter Milan,1:2,CF,35',1:2,Left-footed shot,Not Applicable,Cristiano Ronaldo
Serie A ,21,2/6/21,Home,Juventus FC,AS Roma,2:0,CF,13',1:0,Left-footed shot,Álvaro Morata,Cristiano Ronaldo
Serie A ,23,2/22/21,Home,Juventus FC,FC Crotone,3:0,CF,38',1:0,Header,Alex Sandro,Cristiano Ronaldo
Serie A ,23,2/22/21,Home,Juventus FC,FC Crotone,3:0,CF,45'+1,2:0,Header,Aaron Ramsey,Cristiano Ronaldo
Serie A ,24,2/27/21,Away,Juventus FC,Hellas Verona,1:1,CF,49',0:1,Right-footed shot,Federico Chiesa,Cristiano Ronaldo
Serie A ,25,3/2/21,Home,Juventus FC,Spezia Calcio,3:0,CF,89',3:0,Counter attack goal,Rodrigo Bentancur,Cristiano Ronaldo
Serie A ,27,3/14/21,Away,Juventus FC,Cagliari Calcio,1:3,CF,10',0:1,Header,Juan Cuadrado,Cristiano Ronaldo
Serie A ,27,3/14/21,Away,Juventus FC,Cagliari Calcio,1:3,CF,25',0:2,Penalty,Not Applicable,Cristiano Ronaldo
Serie A ,27,3/14/21,Away,Juventus FC,Cagliari Calcio,1:3,CF,32',0:3,Left-footed shot,Federico Chiesa,Cristiano Ronaldo
Serie A ,29,4/3/21,Away,Juventus FC,Torino FC,2:2,CF,79',2:2,Header,Giorgio Chiellini,Cristiano Ronaldo
Serie A ,3,4/7/21,Home,Juventus FC,SSC Napoli,2:1,CF,13',1:0,Right-footed shot,Federico Chiesa,Cristiano Ronaldo
Serie A ,34,5/2/21,Away,Juventus FC,Udinese Calcio,1:2,CF,83',1:1,Penalty,Not Applicable,Cristiano Ronaldo
Serie A ,34,5/2/21,Away,Juventus FC,Udinese Calcio,1:2,CF,89',1:2,Header,Adrien Rabiot,Cristiano Ronaldo
Serie A ,36,5/12/21,Away,Juventus FC,US Sassuolo,1:3,CF,45',0:2,Left-footed shot,Not Applicable,Cristiano Ronaldo
Serie A ,37,5/15/21,Home,Juventus FC,Inter Milan,3:2,CF,24',1:0,Penalty rebound,Not Applicable,Cristiano Ronaldo
Premier League ,4,9/11/21,Home,Manchester United,Newcastle United,4:1,CF,45'+2,1:0,Tap-in,Not Applicable,Cristiano Ronaldo
Premier League ,4,9/11/21,Home,Manchester United,Newcastle United,4:1,CF,62',2:1,Left-footed shot,Luke Shaw,Cristiano Ronaldo
Champions League ,Group Stage,9/14/21,Away,Manchester United,BSC Young Boys,2:1,CF,13',0:1,Right-footed shot,Bruno Fernandes,Cristiano Ronaldo
Premier League ,5,9/19/21,Away,Manchester United,West Ham United,1:2,CF,35',1:1,Right-footed shot,Not Applicable,Cristiano Ronaldo
Champions League ,Group Stage,9/29/21,Home,Manchester United,Villarreal CF,2:1,CF,90'+5,2:1,Right-footed shot,Jesse Lingard,Cristiano Ronaldo
Champions League ,Group Stage,10/20/21,Home,Manchester United,Atalanta BC,3:2,CF,81',3:2,Header,Luke Shaw,Cristiano Ronaldo
Premier League ,10,10/30/21,Away,Manchester United,Tottenham Hotspur,0:3,CF,39',0:1,Right-footed shot,Bruno Fernandes,Cristiano Ronaldo
Champions League ,Group Stage,11/2/21,Away,Manchester United,Atalanta BC,2:2,CF,45'+1,1:1,Right-footed shot,Bruno Fernandes,Cristiano Ronaldo
Champions League ,Group Stage,11/2/21,Away,Manchester United,Atalanta BC,2:2,CF,90'+1,2:2,Right-footed shot,Mason Greenwood,Cristiano Ronaldo
Champions League ,Group Stage,11/23/21,Away,Manchester United,Villarreal CF,0:2,CF,78',0:1,Right-footed shot,Not Applicable,Cristiano Ronaldo
Premier League ,14,12/2/21,Home,Manchester United,Arsenal FC,3:2,CF,52',2:1,Right-footed shot,Marcus Rashford,Cristiano Ronaldo
Premier League ,14,12/2/21,Home,Manchester United,Arsenal FC,3:2,CF,70',3:2,Penalty,Not Applicable,Cristiano Ronaldo
Premier League ,16,12/11/21,Away,Manchester United,Norwich City,0:1,CF,75',0:1,Penalty,Not Applicable,Cristiano Ronaldo
Premier League ,20,12/30/21,Home,Manchester United,Burnley FC,3:1,CF,35',3:0,Right-footed shot,Not Applicable,Cristiano Ronaldo
Premier League ,18,2/15/22,Home,Manchester United,Brighton &amp; Hove Albion,2:0,CF,51',1:0,Right-footed shot,Scott McTominay,Cristiano Ronaldo
Premier League ,29,3/12/22,Home,Manchester United,Tottenham Hotspur,3:2,CF,12',1:0,Right-footed shot,Fred,Cristiano Ronaldo
Premier League ,29,3/12/22,Home,Manchester United,Tottenham Hotspur,3:2,CF,38',2:1,Right-footed shot,Jadon Sancho,Cristiano Ronaldo
Premier League ,29,3/12/22,Home,Manchester United,Tottenham Hotspur,3:2,CF,81',3:2,Header,Alex Telles,Cristiano Ronaldo
Premier League ,33,4/16/22,Home,Manchester United,Norwich City,3:2,CF,7',1:0,Right-footed shot,Anthony Elanga,Cristiano Ronaldo
Premier League ,33,4/16/22,Home,Manchester United,Norwich City,3:2,CF,32',2:0,Header,Alex Telles,Cristiano Ronaldo
Premier League ,33,4/16/22,Home,Manchester United,Norwich City,3:2,CF,76',3:2,Direct free kick,Not Applicable,Cristiano Ronaldo
Premier League ,34,4/23/22,Away,Manchester United,Arsenal FC,3:1,CF,34',2:1,Left-footed shot,Nemanja Matic,Cristiano Ronaldo
Premier League ,37,4/28/22,Home,Manchester United,Chelsea FC,1:1,CF,62',1:1,Right-footed shot,Nemanja Matic,Cristiano Ronaldo
Premier League ,35,5/2/22,Home,Manchester United,Brentford FC,3:0,CF,61',2:0,Penalty,Not Applicable,Cristiano Ronaldo
Europa League ,Group Stage,9/15/22,Away,Manchester United,FC Sheriff Tiraspol,0:2,CF,39',0:2,Penalty,Not Applicable,Cristiano Ronaldo
Premier League ,10,10/9/22,Away,Manchester United,Everton FC,1:2,CF,44',1:2,Counter attack goal,Casemiro,Cristiano Ronaldo
Europa League ,Group Stage,10/27/22,Home,Manchester United,FC Sheriff Tiraspol,3:0,CF,81',3:0,Left-footed shot,Not Applicable,Cristiano Ronaldo
Saudi Pro League ,15,2/3/23,Away,Al-Nassr FC,Al-Fateh SC,2:2,CF,90'+3,2:2,Penalty,Not Applicable,Cristiano Ronaldo
Saudi Pro League ,16,2/9/23,Away,Al-Nassr FC,Al-Wehda FC,0:4,CF,21',0:1,Left-footed shot,Abdulrahman Ghareeb,Cristiano Ronaldo
Saudi Pro League ,16,2/9/23,Away,Al-Nassr FC,Al-Wehda FC,0:4,CF,40',0:2,Right-footed shot,Sami Al-Najei,Cristiano Ronaldo
Saudi Pro League ,16,2/9/23,Away,Al-Nassr FC,Al-Wehda FC,0:4,CF,53',0:3,Penalty,Not Applicable,Cristiano Ronaldo
Saudi Pro League ,16,2/9/23,Away,Al-Nassr FC,Al-Wehda FC,0:4,CF,61',0:4,Right-footed shot,Not Applicable,Cristiano Ronaldo
Saudi Pro League ,18,2/25/23,Away,Al-Nassr FC,Damac FC,0:3,CF,18',0:1,Penalty,Not Applicable,Cristiano Ronaldo
Saudi Pro League ,18,2/25/23,Away,Al-Nassr FC,Damac FC,0:3,CF,23',0:2,Left-footed shot,Sultan Al-Ghannam,Cristiano Ronaldo
Saudi Pro League ,18,2/25/23,Away,Al-Nassr FC,Damac FC,0:3,CF,44',0:3,Counter attack goal,Ayman Yahya,Cristiano Ronaldo
Saudi Pro League ,21,3/18/23,Home,Al-Nassr FC,Abha Club,2:1,CF,78',1:1,Direct free kick,Not Applicable,Cristiano Ronaldo
Saudi Pro League ,22,4/4/23,Away,Al-Nassr FC,Al-Adalah FC,0:5,CF,40',0:1,Penalty,Not Applicable,Cristiano Ronaldo
Saudi Pro League ,22,4/4/23,Away,Al-Nassr FC,Al-Adalah FC,0:5,CF,66',0:3,Left-footed shot,Talisca,Cristiano Ronaldo
Saudi Pro League ,24,4/28/23,Home,Al-Nassr FC,Al-Raed SFC,4:0,CF,4',1:0,Header,Sultan Al-Ghannam,Cristiano Ronaldo
Saudi Pro League ,27,5/16/23,Away,Al-Nassr FC,Al-Tai FC,0:2,CF,52',0:1,Penalty,Not Applicable,Cristiano Ronaldo
Saudi Pro League ,28,5/23/23,Home,Al-Nassr FC,Al-Shabab FC,3:2,CF,59',3:2,Right-footed shot,Luiz Gustavo,Cristiano Ronaldo
Saudi Pro League ,3,8/25/23,Away,Al-Nassr FC,Al-Fateh SC,0:5,CF,38',0:2,Header,Sultan Al-Ghannam,Cristiano Ronaldo
Saudi Pro League ,3,8/25/23,Away,Al-Nassr FC,Al-Fateh SC,0:5,CF,55',0:3,Left-footed shot,Abdulrahman Ghareeb,Cristiano Ronaldo
Saudi Pro League ,3,8/25/23,Away,Al-Nassr FC,Al-Fateh SC,0:5,CF,90'+6,0:5,Left-footed shot,Nawaf Al-Boushal,Cristiano Ronaldo
Saudi Pro League ,4,8/29/23,Home,Al-Nassr FC,Al-Shabab FC,4:0,CF,13',1:0,Penalty,Not Applicable,Cristiano Ronaldo
Saudi Pro League ,4,8/29/23,Home,Al-Nassr FC,Al-Shabab FC,4:0,CF,38',2:0,Penalty,Not Applicable,Cristiano Ronaldo
Saudi Pro League ,5,9/2/23,Away,Al-Nassr FC,Al-Hazem SC,1:5,CF,68',1:4,Not reported,Abdulrahman Ghareeb,Cristiano Ronaldo
Saudi Pro League ,6,9/16/23,Away,Al-Nassr FC,Al-Raed SFC,1:3,CF,78',0:3,Left-footed shot,Talisca,Cristiano Ronaldo
Saudi Pro League ,7,9/22/23,Home,Al-Nassr FC,Al-Ahli SFC,4:3,CF,4',1:0,Left-footed shot,Sadio Mané,Cristiano Ronaldo
Saudi Pro League ,7,9/22/23,Home,Al-Nassr FC,Al-Ahli SFC,4:3,CF,52',4:2,Left-footed shot,Talisca,Cristiano Ronaldo
Saudi Pro League ,8,9/29/23,Away,Al-Nassr FC,Al-Tai FC,1:2,CF,87',1:2,Penalty,Not Applicable,Cristiano Ronaldo
AFC Champions League ,Group Stage,10/2/23,Home,Al-Nassr FC,Istiqlol Dushanbe,3:1,CF,66',1:1,Left-footed shot,Not Applicable,Cristiano Ronaldo
Saudi Pro League ,10,10/21/23,Home,Al-Nassr FC,Damac FC,2:1,CF,56',2:1,Direct free kick,Not Applicable,Cristiano Ronaldo
AFC Champions League ,Group Stage,10/24/23,Home,Al-Nassr FC,Al-Duhail SC,4:3,CF,61',3:0,Left-footed shot,Sultan Al-Ghannam,Cristiano Ronaldo
AFC Champions League ,Group Stage,10/24/23,Home,Al-Nassr FC,Al-Duhail SC,4:3,CF,81',4:2,Left-footed shot,Sultan Al-Ghannam,Cristiano Ronaldo
Saudi Pro League ,12,11/4/23,Home,Al-Nassr FC,Al-Khaleej FC,2:0,CF,26',1:0,Right-footed shot,Abdulrahman Ghareeb,Cristiano Ronaldo
Saudi Pro League ,13,11/11/23,Away,Al-Nassr FC,Al-Wehda FC,1:3,CF,49',0:3,Right-footed shot,Not Applicable,Cristiano Ronaldo
Saudi Pro League ,14,11/24/23,Home,Al-Nassr FC,Al-Okhdood Club,3:0,CF,77',2:0,Right-footed shot,Not Applicable,Cristiano Ronaldo
Saudi Pro League ,14,11/24/23,Home,Al-Nassr FC,Al-Okhdood Club,3:0,CF,80',3:0,Right-footed shot,Not Applicable,Cristiano Ronaldo
